song,genre 
feeling alright today feeling great catching fire today Love started fade going smile today gonna laugh Youre living today Ive got dues pay And gravedigger puts forceps The stonemason work The barber give haircut The carpenter take lunch Now want play panpipes want drink wine soon youre born start dyin might well good time Sheep heaven Goats hell Sheep heaven Goatsgo hell dont wanna Sunset Strip dont wanna feel emptiness Old marquees stupid band names dont wanna Sunset Strip dont wanna Sunset Strip dont wanna feel emptiness Old marquees stupid band names dont wanna Sunset Strip And gravedigger puts forceps The stonemason work The barber give haircut The carpenter take lunch Now want play panpipes want drink wine soon youre born start dyin might well good time Sheep heaven Goats hell Sheep heaven Goatsgo hell Sheep heaven Goats hell Sheep heaven Goatsgo hell Sheep heaven Goats hell Sheep heaven Goatsgo hell,alternative rock
Stickshifts safetybelts Bucket seats got When driving car makes baby seem far need Not way bucket seat need Not way bucket seat But driving Malibu Its easy get right next say Baby scoot please And shes right next need Not way bucket seat need Not way bucket seat Alright Well lot good cars Japanese Yeah driving far need baby need baby next Well stickshifts safetybelts Bucket seats got When driving car makes baby seem far need Not way bucket seat need Not way bucket seat Alright Alright,alternative rock
Strangers night exchanging glances Wondering night chances Wed sharing love night Something eyes inviting Something smile exciting Something heart told must Strangers night two lonely people strangers night moment said first hello Little know love glance away warm embracing dance away Ever since night weve together Lovers first sight love forever turned right strangers night Love glance away warm embracing dance away Ever since night weve together Lovers first sight love forever turned right strangers night,alternative rock
You keep pushing away spite say found yesterday Ive Been wasting time Trying make smile Trying make seem worthwhile Youve pushing around spite Trying make things good Take economy car suitcase Take psycho little dogs Take away Youve racing mind Youre picking speed Youre driving recklessly Its like car crash happening street Broken bodies feet And sirens way Theyre late Cause nobodys going save Were rubberneckers dream Were burning gasoline Take economy car suitcase Take psycho little dogs Take away And ahead destroy Better come army Are feeling feeling okay baby huh Take economy car suitcase Take psycho little dogs Take away,alternative rock
Reluctantly crouched starting line Engines pumping thumping time The green light flashes flags Churning burning yearn cup They deftly maneuver muscle rank Fuel burning fast empty tank Reckless wild pour turns Their prowess potent secretly stern speed finish flags The fans get get town The arena empty except one man Still driving striving fast The sun gone moon come And long ago somebody left cup But hes driving striving hugging turns And thinking someone still burns Hes going distance Hes going speed Shes alone time need Because hes racing pacing plotting course Hes fighting biting riding horse Hes going distance trophy flowers flashbulbs wine Hes haunted something cannot define Bowelshaking earthquakes doubt remorse Assail impale monstertruck force mind hes still driving still making grade Shes hoping time memories fade Cause hes racing pacing plotting course Hes fighting biting riding horse The sun gone moon come And long ago somebody left cup But hes striving driving hugging turns And thinking someone still burns Cause hes going distance Hes going speed Shes alone time need Because hes racing pacing plotting course Hes fighting biting riding horse Hes racing pacing plotting course Hes fighting biting riding horse Hes going distance Hes going speed Hes going distance,alternative rock
Who draws crowd Who plays loud Baby guitar man Whos gonna steal show You know baby guitar man make love make cry bring get high Something keeps going Miles miles away find another place play And night night treats right Baby guitar man Whos radio You know baby guitar man When comes town see face And think might like take place Something keeps drifting miles miles away Searching songs play Then listen music youd like sing along And want get meaning every song And find message words call take home make love get high bring make cry Something keeps moving But one seems know What makes Then lights begin flicker sound getting dim The voice begins falter crowds getting thin But never seems notice hes got find another place play,alternative rock
The house still live Walk The place would kiss And room held tight Tonight must walk Walk The room still sleep Walk The company keep And room held tight Tonight must walk Somehow know whoa wont forget wont You wont forget wont Ill keep walking away Ill forget reach side Walk The house still live Walk The place would kiss And room held tight Tonight must walk And room held tight Tonight must walk,alternative rock
Ive waiting For long Ive hoping Your loves gone Houses sliding mud Rivers raging blood Where would Without love Where would Without arms around You The one knew would run You Cloudy distant dark thinking Noah ark Where would Without love Where would Without arms around,alternative rock
dont want hear whisper dont want orbit world two Theres room world two dont like hang around dont want live world two Theres room world two Its dont like But dont love Its dont think Two Perfectly Beautiful People world world two Theres room world two Theres room world two world two Theres room Theres room Theres room For,alternative rock
The ones drowning You lead casual slaughters And one helps win Youve got grand piano You dont even play piano one plays piano You dont even play piano You part waters The ones thirsty You invite friends tea But lock door Youve got credit cards And thank lucky stars But dont forget ones foot bill Youve got grand piano And dont even play piano one plays piano You dont even play piano But part waters,alternative rock
turn screws You tear bridge Flimsy Its business like You shake hand You break band Flimsy Its open mike punk rock Red white blue You twist knife Then home kiss wife bigger better slice youd like You kick sand You get upper hand You sell Japan Its natural Punk rock Red white blue You turn screws Its choose You think Must turn You think Must satisfied stay inside wonder And cement mixer gets ready One good turn time Then pouring slowly steady Youre showing sign What expect find But say youll happy When turn screws You turn screws Its choose You think Must turn You think Must satisfied stay inside wonder You turn screws Its choose You think Must turn You think Must satisfied stay inside wonder,alternative rock
Shes gonna hand red headed Gabriel Coming bar plastic tie Hes gonna swing Tree Life Hes gonna try sell great big lie But speak Her eyes light The music spills right cup The minstrels play waitress brings ice There pies carousel Have slice But watch She aint good Hes gonna spin like tractor pull Shell sit back tells tale Hes gonna yell drinks beer Shell sit back drink ginger ale But speak Her eyes light The music spills right cup Its abrupt concise There pies carousel Have slice But watch She aint good say watch She aint good Shed like put zoo Right canaries cockatoos Shell pull feathers For brand new hat And shes done Shell feed cat watch She aint good Watch She aint good Watch She aint good,alternative rock
Shell hang baskets walls Dont know Ive seen Shell hang baskets walls But Ive seen heard slamming door Come summer come fall Come winter therell baskets floor Hell buy Turtle Wax But mind wont coming back Shell hang baskets walls But Ive seen heard slamming door Come summer come fall Come winter therell baskets floor But Ive seen heard slamming door Come summer come fall Come winter therell baskets floor Shell hang baskets wall Shell hang baskets wall Shell hang baskets wall Shell hang baskets wall Shell hang baskets wall Shell hang baskets wall,alternative rock
Too much carbon monoxide bear Too much carbon monoxide bear Wheres air Wheres air Wheres wheres wheres air After car bus car truck After lungs fucked wish Mercedes Benz Sealed away scents music high going ninety five Too much much much much Too much carbon monoxide bear Too much carbon monoxide bear Dont care Dont care Dont dont dont care After car bus car truck After lungs fucked wish wasnt pedestrian Breathing look grey sky makes want Too much much much Too much carbon monoxide bear,alternative rock
You need straighten posture suck gut You need pull back shoulders tighten butt Yeah come Comanche Comanche Comanche commode want cities youve got build roads You need find new feathers buy new clothes Just get rid antlers lighten load Yeah come Comanche Comanche Comanche commode Yeah want cities youve got build roads You need straighten posture suck gut You need pull back shoulders tighten butt Yeah come Comanche Comanche Comanche commode want cities Yeah want cities want cities Youve got build roads,alternative rock
building religion building bigger widening corridors And adding lanes building religion limited edition accepting callers For pendant key chains resist useless useless resist His cigarette burning But never seems ash grooming poodle living comfort eagle You meet location But youd better come cash Now hat backwards show tattoos music business calling DUDE Now today tomorrow And tomorrow today And yesterday weaving And fluffy white lines That airplane leaves behind Are drifting right front waning moon handling money serving food knows party calling DUDE Now believe one big sign The double wide shine boot heels prime Doesnt matter youre skinny Doesnt matter youre fat You dress like sultan onion head hat building religion making brand Were ones turn When castles turn sand Take bite apple corporate events Take walk jungle cardboard shanties tents Some people drink Pepsi Some people drink Coke The wacky morning Says democracys joke says believe one big song Hes accepting callers Who would like sing along says believe one true edge fastening safety belts And stepping towards ledge handling money serving food accepting callers calling DUDE says believe one big sign The double wide shine boot heels prime Theres need ask directions ever lose mind Were behind Were behind And let please remind send car find ever lose way building religion building bigger building religion limited Edition accepting callers For beautiful Pendant key chains,alternative rock
mirror image silver sky Nests pines brandy wines build country sky remember oblivion youthful minds Caught fashions time Roll away see clearly every time look Mirror image silver sky Nests pines brandy wine build country sky What would say God country sky mirror image silver sky Nests pines brandy wines build country sky Piecemeal yesteryear stained glass moment marking time With full intent year old mind Roll away see clearly Every time look mirror image silver sky Nests pines brandy wine build country sky What would say God country sky,alternative rock
Cool blue reason empties page Your colleagues prison enemies reign Cool blue reason comes world Theres two dead Texas probably girls Cool blue reason wraps around throat The minutes change like seasons Only eight hours Cool blue reason comes life Theres one dead Kansas probably wife Cool blue reason talking Cool blue reason rearranging Hell talking talking Cool blue reason wraps around throat The minutes change likes seasons Only eight hours Only eight hours Only eight hours left,alternative rock
When tried kiss bit tongue When tried get together came undone When tried tell The one mattress back Daria wont soothed Daria wont soothed like Smoothed like milk Silk bedspread quilt Icing cake serene translucent lake Daria Daria Daria wont soothed wont soothed When tried tell love cleaning oil beaches Seeing bad When tried feed shut mouth Food got apron And told get Daria wont soothed Daria wont soothed like Smoothed like milk Silk bedspread quilt Icing cake serene translucent lake Daria Daria Daria Daria Daria Daria Daria wont soothed wont soothed,alternative rock
Excuse Think Ive Got Heartache From WheelsEP They dont know lost feel without teardrops never see light day laugh joke paint bright tomorrow But told truth say Excuse think Ive got heartache Theres aching deep inside And wont denied Excuse think Ive got heartache And better say goodbye Before cry guess pride makes hide sorrow live lie say lips may lie paint bright tomorrow But told truth say Excuse think Ive got heartache Theres aching deep inside And wont denied Excuse think Ive got heartache And better say goodbye Before cry,alternative rock
know ancient radiation That haunts dismembered constellations faintly glimmering radio station While Frank Sinatra sings Stormy Weather The flies spiders get along together Cobwebs fall old skipping record Beyond suns guard roost Beyond flowers flaming truth Beyond latest campaigns old man sits collecting stamps room filled Chinese lamps saves others throw away says hell rich someday know ancient radiation That haunts dismembered constellations faintly glimmering radio station know ancient radiation That haunts dismembered constellations faintly glimmering radio station While Frank Sinatra sings Stormy Weather The flies spiders get along together Cobwebs fall old skipping record,alternative rock
Its three oclock morning maybe four thinking Wondering But finally cutting haze Its four oclock morning maybe five think alive And think Ill survive finally cutting haze love Haze love For days days days haze love Yeah dont love like love All though pretend see end finally cutting haze love Haze love For days days days haze love Its five oclock morning maybe six sick lies sick tricks finally cutting haze love Haze love For days days days For days days days For days days days haze love,alternative rock
bombed Korea every night engine sang salty sky didnt know would live die bombed Korea every night bombed Korea every night bombed Korea every night Red flowers bursting Those people didnt even know didnt know would live die didnt know wrong right bombed Korea every night And sit bar hero movie star Ive got beer Ive got stories tell But wont tell like hell Red flowers bursting Those people didnt even know didnt know would live die didnt know wrong right didnt know would live die bombed Korea every night,alternative rock
first afraid petrified kept thinking could never live without side But spent many nights Just thinking youve done wrong grew strong learned get along And youre back From outer space walked find Here without look upon face changed fucking lock would made leave key known one second Youd back bother Well Walk door Just turn around Now youre welcome anymore Werent one Who tried break desire Did think crumble Did think lay die survive Yeah Long know love know Ill alive Ive got life live Ive got love give survive survive Yeah yeah took strength Just fall apart trying hard mend pieces broken heart And spent many nights Just feeling sorry used cry But hold head high And see With somebody new stupid little person Still love And thought youd drop And expect free But saving lovin For someone whose lovin Well Walk door Just turn around Now youre welcome anymore Werent one Who tried break desire Did think crumple Did think lay die survive Yeah long know love know Ill alive Ive got life live Ive got love give survive survive Yeah yeah,alternative rock
cant believe true cant believe Dont want anymore Youre dont even know That Ive dying day long And singing sad sad songs And wishing gone love love love close door Yea eyes burning head And seeing red And wishing dead love love love love dont thing love Should close door Should close door Aah fooled Yea alright okay love Tell love dont thing love love love Should close door,alternative rock
Instead hips When talks moves mouth Instead lips And Ive waited long waited long Ive wondered could hang wonder could hang Let said Let said Let want Let let Let want When wants wants sun Instead moon When sees sees stars Inside room And Ive waited long waited long Ive wondered could hang wonder could hang Let said Let said Let want Let said let Let want Let said Let said Let said let Let said Let let Let let Let let Let let,alternative rock
Long Line Cars Theres long line cars And theyre trying get Theres single explanation Theres central destination But long line cars trying get And long line cars You dont wonder going remember weve Weve got keep traffic Flowing accept little spin long line cars never end And long line cars Keeps coming around bend From streets Sacramento freeways Weve got keep fire burning accept little gray long line cars trying break free And long line cars This long line cars Long line cars Long line cars Long line cars,alternative rock
dont want wonder blunder dont want worry whether going stay together till die dont want jumping unless musics thumping All dishes rattle cupboards elephants arrive want love madly want love want love madly want love love love madly dont want fake want make The ornaments look pretty theyre pulling branches tree dont want think dont want talk When kiss lips want sink bottom sea want love madly want love want love madly want love love love madly dont want hold back dont want slip dont want think back one thing know dont want doubt know everything dont want sit across table wishing could run want love madly want love want love madly want love love love madly,alternative rock
Dis empowered scattering flock Dances fever castle rock Dustdevil cypress ripening fruit Ascending quick authors bathroom Fawn Tootsie wire Lettucetoothed junkies full desire Meanwhile Rick James takes nude And theres nothing Meanwhile Rick James takes nude And theres nothing And theres nothing say Ive got lot work guess Ill leave Uninvited well stay want Searching closets grandfathers gun swim kidney kidneyshaped pool Scratching bottom another clue yeah Fawn Tootsie wire Lettucetoothed junkies full desire Meanwhile Rick James takes nude And theres nothing Meanwhile Rick James takes nude And theres nothing And theres nothing say And theres nothing And theres nothing say Ive got lot work guess Ill leave,alternative rock
match But lighter flame But fire bright But much brighter high But sky baby bound Mexico baby bound let dont know much Cinco Mayo never sure But say want And dont believe You say want But Ive got doubts baby bound Mexico baby bound let match But lighter flame But fire bright But much brighter high But sky baby bound Mexico baby bound let,alternative rock
Birds fall window ledge mine Then flap wings last second You see birds fall window ledge mine Then flap wings last second see dead weight Just dropping like stones For small loaves bread Past window time But unless get Walk across room And peer dont see last second curves Toward horizontal flight All birds falling ledge like stones Now due construct mind That makes falling flight Symbolic entire existence becomes important get see Their last second curves toward flight Its almost life fall Unless see ascent Mastodon Farm Mastodon Farm Cuts swatches material Mastodon Farm Mastodon Farm Cuts swatches material Birds fall window ledge mine Then flap wings last second said birds fall window ledge mine Then flap wings last second But unless get Walk across room And peer wont see last second curves Toward horizontal flight All birds falling ledge like stones Now due construct mind That makes falling flight Symbolic entire existence becomes important get see Their last second curves toward flight Its almost like life fall life fall Unless see ascent Mastodon Farm Mastodon Farm Cuts swatches material Mastodon Farm Mastodon farm Cuts swatches material Mastodon Farm Mastodon farm Cuts swatches material,alternative rock
Launching loony thoughts bending mind You reach something high mountain find Hes king dust demon icepick smile His music fills feathers feel passions fly With mustache man carpet van You feel fatty tissues giving way sweaty hands And woofers keep distorting tweeters kiss girls His hornrimmed glasses lights square beneath curls wasted much time wasted much time like politician practicing speech racing pacing sleeping beat sky begins darken waves begin roll You feel oceans rising youre losing control And meanwhile back Candlerock Lounge past friends getting Theyre applying purple eyeshadow drinking warm beer Theyre wondering went told youd wasted much time wasted much time wasted much time wasted much time,alternative rock
You look good right You really really look good right Whatever whatever Girl Ill Forever forever Ill see Because Ive got keep pleased every way gonna give much stand Ill make love right thats want know need girl know need Cause Ive found world searching Here right dear dont look And days Ive hoped Ive prayed For someone like make feel way never gonna give never ever gonna stop Stop way feel Girl cant live without never ever gonna quit Cause quittin aint shit Gonna stay right Gonna things want Whatever want girl got And whatever need dont want see without thats right Because youve given much words ever say And dear Ill right dying day dont know say things feel know love gives thrill Cause Ive found world searching Here right dear dont look And days Ive hoped Ive prayed For someone like make feel way never gonna give never ever gonna stop Stop way feel Girl cant live without never ever gonna quit Cause quittin aint shit Gonna stay right,alternative rock
Keep keep Right right Baby keep Right Keep Now baby keep Keep keep Wherever wherever girl Ill Forever ever yeah yeah yeah yeah Ill see Ive got keep pleased every way Gonna give much stand Make love right Thats want know need girl And know need Cause found What world searching Here right dear dont look And babe hoped prayed For someone like make feel way never never gonna give never ever gonna stop Not way feel Girl cant live without never ever gonna quit Cause quittin aint shtick gonna stay right things want Whatever want Girl got And whatever need dont want see without Youve given much Than words could ever say And dear Ill right Until dying day dont know say All things feel know love And gives thrill Cause found What world searching Here right dear dont look And days hoped prayed For someone like make feel way never never gonna give never ever gonna stop Stop way feel Girl cant live without never ever gonna quit Cause quittin aint shtick gonna stay right things want never gonna give never ever gonna stop All things feel Girl cant live without never ever gonna quit Cause quittin aint shtick,alternative rock
need arms around need feel touch need understanding need love much You tell love You tell care But need Baby youre never phone long long distance always strong resistance First say youre busy wonder even miss Never Youre never Youre never ever ever ever golden bird flies away candles fickle flame think held yesterday Your love game You tell love You tell care But need Baby Take time get know want cant show Well always roller coaster want cant get closer Never Youre never Youre never ever ever ever Never Youre never Youre never ever ever ever,alternative rock
phone phone want alone today phone phone Ringing stinging Jerking like nervous bird Rattling cage Calls throughout day See feathers fly phone phone want alone today phone phone phone phone want alone today Rhyming chiming got working time Gives worried mind Now dont want seem unkind But god phone phone want alone today phone phone phone phone want alone today phone phone Shaking quaking Waking asleep Never lets deep Summons one beep The price pay steep Ive fire And yet Ive still stayed frozen deep night smooth contemplations always broken deepest concerns stay buried unspoken dont change heres subway tokens phone phone want alone today phone phone phone phone want alone today phone phone phone phone want alone today phone phone,alternative rock
Alright huh This one This one This one Heads state ride wrangle Who look face one angle Can cut bloated budgets Like sharpening knives Chicken McNuggets Now Heads state ride wrangle Who look face one angle Can cut bloated budgets Like sharpening knives Chicken McNuggets SHUT THE FUCK Now SHUT THE FUCK Right right learn buck Right shut fuck heeeey hoooo Now learn buck Alright yeah Now nimble fingers dance numbers Will eat children steel thunder While heavy torsos heave hurl Will crunch like nuts mouths squirrels Now nimble fingers dance numbers Will eat children steel thunder While heavy torsos heave hurl Will crunch like nuts mouths squirrels SHUT THE FUCK Now SHUT THE FUCK Right learn buck Right shut fuck heeeey hoooo learn buck Now clever feat flicker like fire And burn like candles smoky spires turn joy sadness Than somber thoughts burning planets Now clever feet flicker like fire And burn like candles smoky spires turn joy sadness Than somber thoughts burning planets Alright dont want dont want hear Thats right dont want dont want Heeeey hoooo dont want dont want,alternative rock
Shes writing shes writing shes writing novel Shes writing shes weaving conceiving plot quickens thickens cant put takes shakes makes lose thought But youre caught glory You believing stories Writing headlines Ignoring deadlines But youve gotta write You think shes open book But dont know page turn You think shes open book But dont know page turn You want confront open window Unbolt unlock unfasten latch You want confront open window All really ask But youre caught glory You believing stories Timing contractions Inventing small contraptions That roll across parlors hardwood floors You think shes open book But dont know page turn,alternative rock
Last night said didnt want live inside lie wants wants Let Shell come back Shell come back Shell come back All day wait wait hear footsteps walkway She never came She never even called Shell come back Shell come back Shell come back Somehow know wont last Somehow know wont last long Shell come back Shell come back Shell come back,alternative rock
sick sick dont want sick sick dont want want fly away want fly away sick work sick play dont need another day sick work sick play dont need another day need fly away need fly away Every shiny toy That first brings joy Will always start cloy annoy Every camera every phone All music Wont change fact youre alone Every piece land every city plan crumble tiny grains sand Every thing find first gives shine always turns old crime want fly away want fly away need fly away need fly away Every little dance Every hidden back romance All alone,alternative rock
The winters chill chilled bone year And something mind got away Being places used Somehow without yous Parking lots office parks shopping malls And left bills hadnt paid The winters chill chilled bone year And something mind got away Its behind Youre moving Theyll never find Youre moving Nah nah nah nah nah nah naa Nah nah nah nah nah nah naa Alcohol cigarettes luxury goods Christmas lights look desperate room Winters light left dark last night And Jingle Bells smothered gloom Winters trees freezing bitter wind And autumns leaves blown away Being places used Somehow without yous Its behind Youre moving Theyll never find Youre moving Nah nah nah nah nah nah naa Nah nah nah nah nah nah naa Its behind Youre moving Theyll never find Youre moving Nah nah nah nah nah nah naa Nah nah nah nah nah nah naa,alternative rock
Well thing doesnt matter The try qualify The pass Some people like make life little tougher Some people like make life little tougher Well try shave cat The thing bite scratch Its best think leave fur And listen silky purr Some people like make life little tougher Some people like make life little tougher Well thing doesnt matter The try qualify The pass Some people like make life little tougher Some people like make life little tougher Some people like make life little tougher,alternative rock
close never get see face Microscope might well space close never get see view Down throat never sure still nose toes mouth way south close seems think close never see sky blue wanted sure That really pure put face cake feet flailing lake close never get see face Microscope might well space close never get see Microscope never sure still,alternative rock
think important And think make sense And think theres something better side fence And soak bread gravy You soak bread soup But car driving doesnt really belong know youll always waiting Always waiting For someone else call Yeah know youll always waiting Always waiting say always waiting And soak bread water You soak bread wine seem like living like youre real good time And conscience You time You vengeance morning nine But know youll always waiting Always waiting someone else call Yeah know youll always waiting Always waiting say always waiting say always waiting,alternative rock
You shouldve told began You shouldve told long ago Someday know youre gonna find Just one mistake enough change mind Whats And Ill forget happened know And still begin And doubting faces made Its mine matters Those looks soon begin fade come back show youre afraid Whats And Ill forget happened know And still begin Now know much understand You reason gone And feel like Just let know Ill make like used Whats And Ill forget happened know And still begin Whats And Ill forget happened know And still begin Whats,alternative rock
wooden boat shipping lanes With freighters towering hear jets flying overhead Making lines across darkening sky And sun going take taxi town And waiter restaurant sets table one Wheels keep spinning round spinning round spinning round Wheels keep spinning round spinning round round plane take place far away Eventually began see could completely free And could get away And could get away And could live separately cities sun Wheels keep spinning round spinning round spinning round Wheels keep spinning round spinning round round karaoke bar banks mighty Bosphorus Japanese man business suit singing Smoke Gets Your Eyes And muscular cyborg German dudes dance sexy French Canadians While overweight Americans wear patriotic jumpsuits Wheels keep spinning round spinning round spinning round Wheels keep spinning round spinning round round Wheels keep spinning round spinning round spinning round Wheels keep spinning round spinning round round Why say love Why say love,alternative rock
When sleep fingers fingers know fingers show fingers yea sleep trembleon edge bed fold neatly head clench like claws skin youre living day When sleep fingers fingers know fingers show fingers yea sleep trembleon edge bed fold neatly head clench like claws skin youre living day play guitar latin bar strangers lovers drive car swimming submissivly sex acts life cutting jello sharp knife Zeus womanizer always lake Hera usually punished Zeus one take sleeeeeeeeeeeeep fingers Are pulling weeds form dusty soil never rewarded fruits toil scratching nails chalk boards death seeking attention everyone room left When sleep fingers fingers know fingers show fingers yea sleep trembleon edge bed fold neatly head,alternative rock
Late night watching Used beside Used arms around Your body body When world means nothing Anothers arms anothers arms When pain rips right Anothers arms anothers arms Late night watching Used beside someone reach Someone find When pain rips right Anothers arms anothers arms And thats torture Anothers arms anothers arms Pull Anothers arms anothers arms When world means nothing Anothers arms anothers arms Got pull close Anothers arms anothers arms Pull right Anothers arms anothers arms Late night watching Wish beside Wish arms around Your body body,alternative rock
want bigger stronger drive faster car take anywhere seconds take anywhere want And drive around faster car settle nothing less settle nothing less want bigger stronger drive faster car touch button anywhere want And drive around faster car settle nothing less settle nothing less think want change attitude think want change oxygen think want change air atmosphere want choke want bigger stronger drive faster car take anywhere seconds take anywhere want And drive around faster car settle nothing less settle nothing less think need change attitude think want change oxygen think want change air atmosphere want choke Bigger better Bigger better Bigger better Bigger stronger drive faster car touch button anywhere want,alternative rock
surprise delight saw sunrise saw sunlight nothing dark And clouds burst show daylight Ooh sun shine Yeah heart mine Ooh realize Who cannot live without Ooh come apart without hilltop skyrise Like firstborn child And full tilt full flight Defeat darkness breaking daylight Ooh sun shine Yeah heart mine Ooh realized Who cannot live without Ooh come apart without Daylight Slowly breaking daylight Slowly breaking daylight Slowly breaking daylight Slowly breaking daylight,alternative rock
say people come They say people This particular diamond extra special And though might gone world may know Still see celestial Like lion ran goddess rolled Like eagle circled perfect purple come things move How come cars dont slow When feels like end world When cant let But cold cold When cold cold Theres light give When shadow Theres feeling give everglow Like brothers blood sisters ride Yeah swore night wed friends till died But changing winds way waters flow Life short falling snow Now going miss know But cold cold water rolled salt know youre way show And youre wherever And give feeling everglow wouldnt give moment hold Yeah live feeling everglow love someone let know light left everglow,alternative rock
turn music got records shut world outside lights come Maybe streets alight maybe trees gone feel heart start beating favourite song And kids dance kids night Until Monday morning feels another life turn music roll time And heaven sight turn music got records From underneath rubble sing rebel song Dont want see another generation drop rather comma full stop Maybe black maybe knees Maybe gap two trapezes But heart beating pulses start Cathedrals heart saw light swear emerge blinking tell alright soar walls every siren symphony And every tears waterfall waterfall waterfall waterfall Every tear waterfall hurt hurt bad But still Ill raise flag waaterfall waaterfall Every tear Every tear Every teardrop waterfall Every tear Every tear Every teardrop waterfall Every tear Every tear Every teardrop waterfall,alternative rock
When counting demons Saw one every day With good ones shoulder drove ones away ever feel neglected think lost Ill counting demons yeah Hoping everythings lost When thought You could feel around Everybodys get Dont let drag Cause ever feel neglected think lost Ill counting demons yeah Hoping everythings lost ever feel neglected think lost Ill counting demons yeah Hoping everythings lost Singing yeah yeah yeah Everythings lost Come yeah yeah come yeah Everythings lost yeah yeah yeah And everythings lost Come yeah yeah come yeah Come yeah yeah come yeah Everythings lost Sing yeah yeah come yeah Everythings lost Come yeah yeah sing yeah Everythings lost,alternative rock
When try best dont succeed When get want need When feel tired cant sleep Stuck reverse When tears come streaming face When lose something cant replace When love someone goes waste Could worse Lights guide home And ignite bones And try fix High When youre love let never try youll never know Just youre worth Lights guide home And ignite bones And try fix Tears come streaming face When lose something cannot replace Tears come streaming face And Tears come streaming face promise learn mistakes Tears come streaming face And Lights guide home And ignite bones And try fix,alternative rock
youre lost feel alone Circumnavigate globe All ever hope two And way seem float Circumnavigate hope And seem lose control With Everyone hurt And everyone scarred Everyone scared Not Your eyes closed Your head hurts Your eyes feel low Everyone scared Everyone hurt Everyone hope For,alternative rock
know says know falls water face know ocean waits storm The sun snow rivers rain Crystal ball foresee change And know parting ways And done But didnt fun Dont say waste Didnt fun From top world top waves said forever forever always could lost would saved Now stopping world stopping spin Come dont give dont say give Dont say dont say done didnt fun didnt fun know says Now someone else taken place know Icarus says sun The sword sinks lightning strikes And two forces two forces collide And fight til fight til done didnt fun Dont say waste Didnt fun From top world top waves said forever forever always could lost would saved Now stopping world stopping tracks But nothings broken find way back run Didnt fun Cause always meant always meant always meant always meant You always meant always meant didnt fun didnt fun But maybe could,alternative rock
Maybe ghost Disappear anybodys close try hold Try hold near Maybe ghost Emptier anybody knows Maybe ropes even Yeah Every time try walk walls More walls appear Whats point feeling love When dont believe Whats point trying raise voice one ever hears Every time try pull close You disappear Maybe ghost Just whisper puff smoke secret nobody knows one ever hear maybe ghost specter roller coaster thorn without rose Just something people fear Yeah And every time thought walk walls Its become clear Whats point feeling love When dont believe Whats point saying Rescue one ever hears Every time try pull close You disappear Every time try pull close You disappear And every time thought walk walls Its become clear Every time try pull close You disappear Every time try pull close You disappear,alternative rock
Scared losing time wrote letter friend mine heard could see future Inside glass water With ripples rhymes asked Will see heaven mine way And nothing could better And nothing ever And say see future Inside glass water With riddles rhymes But see heaven mine Son dont ask Neither full empty glass Cling mast Spend whole life living past Going nowhere fast wrote wall The hollowest halos halo And Televisions selling plastic figurines leaders Saying nothing And chime Stars heaven align Son dont ask Neither full empty glass Cling mast Spend whole life living past Going nowhere fast What drinking done glasses water,alternative rock
Where nobody knows Ive gotta say way God give style give grace God put smile upon face Where draw line Ive gotta say wasted time honey honey Where fall grace God put smile upon face Yeah Now work worse Yeah work wanted Now work draw line Your guess good mine Where nobody knows Dont ever say youre way God gave style gave grace And put smile upon face yeah Now work worse Yeah work wanted Now work draw line Your guess good mine Its good mine Its good mine Its good mine good mine good mine good mine good mine Where nobody knows Dont ever say youre way downwhen God gave style gave grace And put smile upon face,alternative rock
Honey rock Upon stand And come talk hope understand That green eyes Yeah spotlight shines upon And could anybody deny came load And feels much lighter Now met And honey know That could never without Green eyes Honey sea Upon float And came talk think know That green eyes Youre one wanted find And anyone tried deny Must mind Because came load And feels much lighter Since met And honey know That could never without Green eyes Green eyes Ooh ooh ooh ooh Ooh ooh ooh ooh Ooh ooh ooh ooh Honey rock Upon stand,alternative rock
Are missing something Looking something Tired everything Searching struggling Are worried wanna talk Youre gonna get right time Theres much scared And much make sense Are running circle You cant careful And cant relate Cause complicated Youre gonna get right time Youre gonna get right time Its see world How many times see You cant believe learn Its see world Dont worry Your gonna get hurt something missing Theres nobody listening Are scared dont know dont wanna end You need conversation And information Gonna get right sometimes You wanna get right sometimes Its see world How many times heard You cant believe word Its see world Dont worry Cause nobody learn Thats see world Thats see world,alternative rock
One two three well ran away Thats ever And though started ran away gonna come And see ran away Thats ever And heard call Come back And though stay dont stomach Everyone know Says fool mess Everyone know Says stupid thing love call And yet day full There might nothing left ran away gonna come eyes closed feel The suns close gonna come And burn sky star arose cage stuck line And cage Just single star sing Everyone know Says fool mess Everyone know Says stupid thing love call And yet day full And know And ran away,alternative rock
